BUILDING,ROAD,TOWN,X_COR,Y_COR,POSTCODE,USE
12,GORTYCAVAN ROAD,COLERAINE,279357,431010,BT51 4LT,RESIDENTIAL
10,GORTYCAVAN ROAD,COLERAINE,279402,430962,BT51 4LT,RESIDENTIAL
8,GORTYCAVAN ROAD,COLERAINE,279458,430915,BT51 4LT,RESIDENTIAL
258,WINDYHILL ROAD,ARTIKELLY,279464,430598,BT51 4JN,RESIDENTIAL
260,WINDYHILL ROAD,ARTIKELLY,279471,430602,BT51 4LW,RESIDENTIAL
16,BALLINREES LANE,COLERAINE,279501,429493,BT51 4JW,RESIDENTIAL
6,ISLE ROAD,COLERAINE,279523,427536,BT51 4JH,RESIDENTIAL
261,WINDYHILL ROAD,ARTIKELLY,279528,430595,BT51 4LW,RESIDENTIAL
263,WINDYHILL ROAD,ARTIKELLY,279536,430600,BT51 4LW,RESIDENTIAL
267,WINDYHILL ROAD,ARTIKELLY,279679,430565,BT51 4LW,RESIDENTIAL
46,SHINNY ROAD,COLERAINE,279687,425470,BT51 4PT,RESIDENTIAL
48,SHINNY ROAD,COLERAINE,279723,425558,BT51 4PT,RESIDENTIAL
15,BALTEAGH LANE,COLERAINE,279772,427946,BT51 4JG,RESIDENTIAL
0,WINDYHILL ROAD,ARTIKELLY,279803,430718,BTXX XXX,UNKNOWN
50,SHINNY ROAD,COLERAINE,279880,425527,BT51 4PT,RESIDENTIAL
40,SHINNY ROAD,COLERAINE,279954,425037,BT51 4PT,RESIDENTIAL
180,DUNHILL ROAD,COLERAINE,279959,427581,BT51 4JD,RESIDENTIAL
275,WINDYHILL ROAD,ARTIKELLY,279961,430126,BTXX XXX,UNKNOWN
36,SHINNY ROAD,COLERAINE,279981,424971,BT51 4PS,COMMERCIAL
9,BALTEAGH LANE,COLERAINE,280002,427883,BT51 4JG,RESIDENTIAL
280,WINDYHILL ROAD,ARTIKELLY,280015,430921,BT51 4LP,RESIDENTIAL
73,LETTERLOAN ROAD,COLERAINE,280078,425161,BT51 4PP,RESIDENTIAL
4,BALTEAGH LANE,COLERAINE,280093,427688,BT51 4JG,RESIDENTIAL
67,BALLYSTRONE ROAD,COLERAINE,280124,430664,BT51 4LS,RESIDENTIAL
69,LETTERLOAN ROAD,COLERAINE,280144,425207,BT51 4PP,RESIDENTIAL
192,DUNHILL ROAD,COLERAINE,280174,427710,BT51 4JD,RESIDENTIAL
281,WINDYHILL ROAD,ARTIKELLY,280176,430869,BT51 4LP,RESIDENTIAL
72,LETTERLOAN ROAD,COLERAINE,280309,424863,BT51 4PP,RESIDENTIAL
51,BALLYSTRONE ROAD,COLERAINE,280325,430135,BT51 4JF,RESIDENTIAL
49,BALLYSTRONE ROAD,COLERAINE,280327,430128,BT51 4JF,RESIDENTIAL
53,BALLYSTRONE ROAD,COLERAINE,280341,430253,BT51 4JF,RESIDENTIAL
55,BALLYSTRONE ROAD,COLERAINE,280353,430354,BT51 4LS,RESIDENTIAL
60,LETTERLOAN ROAD,COLERAINE,280377,425297,BT51 4PP,RESIDENTIAL
34,BALLYSTRONE ROAD,COLERAINE,280433,429410,BT51 4JF,RESIDENTIAL
41,BALLYSTRONE ROAD,COLERAINE,280442,429596,BT51 4JF,RESIDENTIAL
41,BALLYSTRONE ROAD,COLERAINE,280442,429603,BT51 4JF,UNKNOWN
290,WINDYHILL ROAD,ARTIKELLY,280469,431156,BT51 4LP,RESIDENTIAL
28,BALLYSTRONE ROAD,COLERAINE,280491,429157,BT51 4JF,RESIDENTIAL
292,WINDYHILL ROAD,ARTIKELLY,280491,431183,BT51 4LP,RESIDENTIAL
39,BALLYSTRONE ROAD,COLERAINE,280504,429487,BT51 4JF,RESIDENTIAL
199,DUNHILL ROAD,COLERAINE,280530,427743,BT51 4JD,RESIDENTIAL
18,BALLYSTRONE ROAD,COLERAINE,280598,428944,BT51 4JF,RESIDENTIAL
204,DUNHILL ROAD,COLERAINE,280612,427820,BT51 4JD,RESIDENTIAL
202,DUNHILL ROAD,COLERAINE,280616,427822,BT51 4JD,RESIDENTIAL
203,DUNHILL ROAD,COLERAINE,280618,427779,BT51 4JD,RESIDENTIAL
99,RINGRASH ROAD,COLERAINE,280671,431173,BT51 4LL,RESIDENTIAL
3,BALLYSTRONE ROAD,COLERAINE,280673,428169,BT51 4JF,RESIDENTIAL
205,DUNHILL ROAD,COLERAINE,280697,427719,BT51 4JD,RESIDENTIAL
15,BALLYSTRONE ROAD,COLERAINE,280724,428807,BT51 4JF,RESIDENTIAL
11,BALLYSTRONE ROAD,COLERAINE,280726,428757,BT51 4JF,UNKNOWN
9,BALLYSTRONE ROAD,COLERAINE,280747,428696,BT51 4JF,RESIDENTIAL
55,LETTERLOAN ROAD,COLERAINE,280763,425866,BT51 4PP,COMMERCIAL
95,RINGRASH ROAD,COLERAINE,280764,431084,BT51 4LL,RESIDENTIAL
53,LETTERLOAN ROAD,COLERAINE,280765,425899,BT51 4PP,RESIDENTIAL
49,LETTERLOAN ROAD,COLERAINE,280765,425936,BT51 4PP,RESIDENTIAL
96,RINGRASH ROAD,COLERAINE,280773,430978,BT51 4LL,RESIDENTIAL
209,DUNHILL ROAD,COLERAINE,280778,427832,BT51 4JD,RESIDENTIAL
11,KILTINNY PARK,COLERAINE,280783,427767,BT51 4JE,RESIDENTIAL
41,LETTERLOAN ROAD,COLERAINE,280802,426041,BT51 4PP,RESIDENTIAL
2,KILTINNY PARK,COLERAINE,280833,427825,BT51 4JE,RESIDENTIAL
12,KILTINNY PARK,COLERAINE,280837,427761,BT51 4JE,RESIDENTIAL
90,RINGRASH ROAD,COLERAINE,280850,430783,BT51 4LL,RESIDENTIAL
82,RINGRASH ROAD,COLERAINE,280858,429936,BT51 4LJ,RESIDENTIAL
20,KILTINNY PARK,COLERAINE,280861,427436,BT51 4JE,RESIDENTIAL
10,KILTINNY PARK,COLERAINE,280879,427822,BT51 4JE,RESIDENTIAL
8,KILTINNY PARK,COLERAINE,280884,427788,BT51 4JE,RESIDENTIAL
88,RINGRASH ROAD,COLERAINE,280909,430733,BT51 4LL,RESIDENTIAL
89,RINGRASH ROAD,COLERAINE,280944,430794,BT51 4LL,RESIDENTIAL
16,KILTINNY PARK,COLERAINE,280962,427627,BT51 4JE,RESIDENTIAL
87,RINGRASH ROAD,COLERAINE,281022,430680,BT51 4LJ,RESIDENTIAL
23,CAM ROAD,COLERAINE,278230,424260,BT51 4PX,RESIDENTIAL
17,CAM ROAD,COLERAINE,278486,424275,BT51 4PX,RESIDENTIAL
15,CAM ROAD,COLERAINE,278734,424301,BT51 4PX,UNKNOWN
11,CAM ROAD,COLERAINE,278908,424301,BT51 4PX,RESIDENTIAL
20,CAM LANE,COLERAINE,279319,424053,BT51 4PU,RESIDENTIAL
7,CAM LANE,COLERAINE,280148,424028,BT51 4PU,RESIDENTIAL
26,CAM ROAD,COLERAINE,280279,424038,BT51 4PU,UNKNOWN
25,SHINNY ROAD,COLERAINE,280310,424098,BT51 4PS,RESIDENTIAL
111,CASHEL ROAD,COLERAINE,280696,424366,BT51 4PR,RESIDENTIAL
5,LIFFOCK PARK,CASTLEROCK,277460,435539,BT51 4DG,RESIDENTIAL
7,LIFFOCK PARK,CASTLEROCK,277486,435533,BT51 4DG,RESIDENTIAL
3,LIFFOCK PARK,CASTLEROCK,277624,435562,BT51 4DG,RESIDENTIAL
43,LIFFOCK PARK,CASTLEROCK,277602,435532,BT51 4DG,RESIDENTIAL
45,LIFFOCK PARK,CASTLEROCK,277610,435545,BT51 4DG,RESIDENTIAL
1,STABLE LANE,CASTLEROCK,277312,436010,BT51 4HD,RESIDENTIAL
2,STABLE LANE,CASTLEROCK,277312,436010,BT51 4HD,UNKNOWN
3,STABLE LANE,CASTLEROCK,277312,436010,BT51 4HD,RESIDENTIAL
190,DUNHILL ROAD,COLERAINE,280164,427671,BT51 4JG,RESIDENTIAL
186,DUNHILL ROAD,COLERAINE,280096,427616,BT51 4JD,COMMERCIAL
191,DUNHILL ROAD,COLERAINE,280453,427736,BT51 4JD,RESIDENTIAL
6,BALTEAGH LANE,COLERAINE,280007,427831,BT51 4JG,RESIDENTIAL
24,ISLE ROAD,COLERAINE,279265,427986,BT51 4JH,RESIDENTIAL
217,WINDYHILL ROAD,ARTIKELLY,277592,429627,BT51 4JL,RESIDENTIAL
60,DUNBOE ROAD,COLERAINE,277306,433017,BT51 4JR,RESIDENTIAL
62,DUNBOE ROAD,COLERAINE,277306,433017,BT51 4JR,UNKNOWN
96,DUNBOE ROAD,COLERAINE,278272,430916,BT51 4JS,RESIDENTIAL
97,DUNBOE ROAD,COLERAINE,278272,430916,BT51 4JS,RESIDENTIAL
88,DUNBOE ROAD,COLERAINE,278272,430916,BT51 4JS,RESIDENTIAL
116,DUNBOE ROAD,COLERAINE,278272,430916,BT51 4JS,RESIDENTIAL
5,SCONCE ROAD,ARTICLAVE,278356,433715,BT51 4JT,RESIDENTIAL
12,BALLINREES LANE,COLERAINE,279337,429689,BT51 4JW,RESIDENTIAL
14,BALLINREES LANE,COLERAINE,279337,429689,BT51 4JW,RESIDENTIAL
45,GORTYCAVAN ROAD,COLERAINE,278507,432282,BT51 4JY,RESIDENTIAL
41,GORTYCAVAN ROAD,COLERAINE,278507,432282,BT51 4JY,RESIDENTIAL
22,KNOCKNOUGHER ROAD,COLERAINE,276325,431497,BT51 4JZ,RESIDENTIAL
19,KNOCKNOUGHER ROAD,COLERAINE,276679,431768,BT51 4JZ,RESIDENTIAL
56,KNOCKNOUGHER ROAD,COLERAINE,275429,431117,BT51 4LA,RESIDENTIAL
58,KNOCKNOUGHER ROAD,COLERAINE,275429,431117,BT51 4LA,UNKNOWN
83,KNOCKNOUGHER ROAD,COLERAINE,275429,431117,BT51 4LA,UNKNOWN
6,BRATWELL ROAD,COLERAINE,276438,430889,BT51 4LB,RESIDENTIAL
15,BRATWELL ROAD,COLERAINE,276438,430889,BT51 4LB,RESIDENTIAL
0,BRATWELL ROAD,COLERAINE,276438,430889,BT51 4LB,UNKNOWN
2,SEACOURT MEWS,CASTLEROCK,277425,435885,BT51 4LG,RESIDENTIAL
3,SEACOURT MEWS,CASTLEROCK,277404,435886,BT51 4LG,RESIDENTIAL
4,SEACOURT MEWS,CASTLEROCK,277430,435881,BT51 4LG,RESIDENTIAL
5,SEACOURT MEWS,CASTLEROCK,277412,435871,BT51 4LG,RESIDENTIAL
6,SEACOURT MEWS,CASTLEROCK,277440,435873,BT51 4LG,RESIDENTIAL
7,SEACOURT MEWS,CASTLEROCK,277417,435866,BT51 4LG,RESIDENTIAL
8,SEACOURT MEWS,CASTLEROCK,277444,435867,BT51 4LG,RESIDENTIAL
9,SEACOURT MEWS,CASTLEROCK,277427,435853,BT51 4LG,RESIDENTIAL
11,SEACOURT MEWS,CASTLEROCK,277438,435850,BT51 4LG,RESIDENTIAL
15,SEACOURT MEWS,CASTLEROCK,277443,435848,BT51 4LG,RESIDENTIAL
296,WINDYHILL ROAD,ARTIKELLY,280356,431078,BT51 4LP,RESIDENTIAL
31,GORTYCAVAN ROAD,COLERAINE,279331,431043,BT51 4LT,RESIDENTIAL
6,GORTYCAVAN ROAD,COLERAINE,279331,431043,BT51 4LT,RESIDENTIAL
42,GREEN ROAD,COLERAINE,280477,432723,BT51 4LX,RESIDENTIAL
26,GREEN ROAD,COLERAINE,280477,432723,BT51 4LX,RESIDENTIAL
5,MUSSENDEN VIEW,ARTICLAVE,278294,434075,BT51 4NZ,RESIDENTIAL
1,MUSSENDEN VIEW,ARTICLAVE,278309,434110,BT51 4NZ,RESIDENTIAL
3,MUSSENDEN VIEW,ARTICLAVE,278308,434096,BT51 4NZ,RESIDENTIAL
7,MUSSENDEN VIEW,ARTICLAVE,278305,434061,BT51 4NZ,RESIDENTIAL
9,MUSSENDEN VIEW,ARTICLAVE,278312,434061,BT51 4NZ,RESIDENTIAL
11,MUSSENDEN VIEW,ARTICLAVE,278330,434072,BT51 4NZ,RESIDENTIAL
66,LETTERLOAN ROAD,COLERAINE,280246,425231,BT51 4PP,RESIDENTIAL
16,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
2,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
20,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
22,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
23,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
26,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
33,SHINNY ROAD,COLERAINE,280356,424483,BT51 4PS,RESIDENTIAL
18,SHINNY ROAD,COLERAINE,280216,424517,BT51 4PS,RESIDENTIAL
15,CAM LANE,COLERAINE,280175,424038,BT51 4PU,UNKNOWN
0,CAM LANE,COLERAINE,279319,424053,BT51 4PU,RESIDENTIAL
20,CAM ROAD,COLERAINE,279355,424425,BT51 4PX,RESIDENTIAL
2,ISLAY COURT,CASTLEROCK,277655,435960,BT51 4PZ,UNKNOWN
10,ISLAY COURT,CASTLEROCK,277677,435906,BT51 4PZ,RESIDENTIAL
14,ISLAY COURT,CASTLEROCK,277712,435885,BT51 4PZ,RESIDENTIAL
5,INNIS COURT,CASTLEROCK,277471,436151,BT51 4QA,RESIDENTIAL
1,SOLITUDE PARK,CASTLEROCK,276725,436172,BT51 4RG,UNKNOWN
2,SOLITUDE PARK,CASTLEROCK,276725,436172,BT51 4RG,RESIDENTIAL
1,TUNNEL BRAE,CASTLEROCK,276731,436275,BT51 4RH,UNKNOWN
74,FREEHALL ROAD,CASTLEROCK,277009,435625,BT51 4RL,RESIDENTIAL
79,FREEHALL ROAD,CASTLEROCK,276944,435638,BT51 4RL,RESIDENTIAL
68,FREEHALL ROAD,CASTLEROCK,277009,435625,BT51 4RL,RESIDENTIAL
70,FREEHALL ROAD,CASTLEROCK,277009,435625,BT51 4RL,RESIDENTIAL
52,FREEHALL ROAD,CASTLEROCK,277009,435625,BT51 4RL,RESIDENTIAL
1,MUSSENDEN ROAD,CASTLEROCK,275142,436064,BT51 4RP,RESIDENTIAL
2,MUSSENDEN ROAD,CASTLEROCK,275136,436067,BT51 4RP,RESIDENTIAL
3,MUSSENDEN ROAD,CASTLEROCK,275130,436070,BT51 4RP,RESIDENTIAL
4,MUSSENDEN ROAD,CASTLEROCK,275123,436071,BT51 4RP,RESIDENTIAL
18,BALLYMADIGAN ROAD,CASTLEROCK,276512,434961,BT51 4RR,RESIDENTIAL
40,BALLYMADIGAN ROAD,CASTLEROCK,276512,434961,BT51 4RR,UNKNOWN
79,MUSSENDEN ROAD,CASTLEROCK,276819,434966,BT51 4RW,RESIDENTIAL
28,BALLYWOODOCK ROAD,CASTLEROCK,275596,434728,BT51 4RX,UNKNOWN
24,BURRENMORE ROAD,CASTLEROCK,275301,435163,BT51 4SA,RESIDENTIAL
26,BURRENMORE ROAD,CASTLEROCK,275301,435163,BT51 4SA,RESIDENTIAL
60,BURRENMORE ROAD,CASTLEROCK,274447,434239,BT51 4SG,RESIDENTIAL
25,ALTIKEERAGH ROAD,COLERAINE,275413,434016,BT51 4SH,RESIDENTIAL
32,ALTIKEERAGH ROAD,COLERAINE,275468,433884,BT51 4SH,RESIDENTIAL
68,BALLYWOODOCK ROAD,CASTLEROCK,276774,434261,BT51 4SL,RESIDENTIAL
14,BALLYHACKETT ROAD,CASTLEROCK,274883,434001,BT51 4SQ,RESIDENTIAL
26,BALLYHACKETT ROAD,CASTLEROCK,274883,434001,BT51 4SQ,RESIDENTIAL
48,ALTIKEERAGH ROAD,COLERAINE,275500,433259,BT51 4SR,RESIDENTIAL
53,ALTIKEERAGH ROAD,COLERAINE,275434,433027,BT51 4SR,RESIDENTIAL
7,ALTIKEERAGH LANE,CASTLEROCK,275689,432155,BT51 4SS,UNKNOWN
3,ALTIKEERAGH LANE,CASTLEROCK,275664,432170,BT51 4SS,RESIDENTIAL
8,ALTIKEERAGH LANE,CASTLEROCK,275664,432170,BT51 4SS,RESIDENTIAL
83,ALTIKEERAGH ROAD,COLERAINE,275386,432191,BT51 4ST,RESIDENTIAL
17,BALLYHACKETT LANE,CASTLEROCK,275056,433066,BT51 4SU,RESIDENTIAL
40,GLEBE ROAD,CASTLEROCK,276263,433251,BT51 4SW,RESIDENTIAL
50,GLEBE ROAD,CASTLEROCK,276634,432640,BT51 4SW,RESIDENTIAL
46,GLEBE ROAD,CASTLEROCK,276522,432875,BT51 4SW,RESIDENTIAL
48,GLEBE ROAD,CASTLEROCK,276521,432719,BT51 4SW,RESIDENTIAL
2,LIFFOCK CRESCENT,CASTLEROCK,277392,435566,BT51 4TG,RESIDENTIAL
1,LIFFOCK CRESCENT,CASTLEROCK,277444,435623,BT51 4TG,RESIDENTIAL
15,SEA ROAD,CASTLEROCK,277363,436008,BT51 4TL,COMMERCIAL
0,SEA ROAD,CASTLEROCK,277405,436018,BT51 4TL,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277405,436018,BT51 4TL,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277401,436032,BT51 4TL,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277353,435916,BT51 4TN,COMMERCIAL
0,SEA ROAD,CASTLEROCK,277369,435904,BT51 4TN,RESIDENTIAL
63,SEA ROAD,CASTLEROCK,277300,435657,BT51 4TW,UNKNOWN
0,SEA ROAD,CASTLEROCK,277373,435832,BT51 4TW,RESIDENTIAL
73,SEA ROAD,CASTLEROCK,277295,435573,BT51 4TW,RESIDENTIAL
75,SEA ROAD,CASTLEROCK,277292,435544,BT51 4TW,RESIDENTIAL
0,SEA ROAD,CASTLEROCK,277373,435832,BT51 4TW,RESIDENTIAL
0,MUSSENDEN ROAD,ARTICLAVE,277735,434539,BT51 4TX,COMMERCIAL
199,MUSSENDEN ROAD,ARTICLAVE,277918,434288,BT51 4TY,RESIDENTIAL
10,EXORNA LANE,ARTICLAVE,277804,434659,BT51 4UA,RESIDENTIAL
40,ARDINA ROAD,ARTICLAVE,278497,434010,BT51 4UF,COMMERCIAL
0,ST. PAULS ROAD,ARTICLAVE,278262,433914,BT51 4UN,UNKNOWN
31,ST. PAULS ROAD,ARTICLAVE,278457,433802,BT51 4UP,RESIDENTIAL
33,ST. PAULS ROAD,ARTICLAVE,278457,433802,BT51 4UP,COMMERCIAL
0,ST. PAULS ROAD,ARTICLAVE,278457,433802,BT51 4UP,RESIDENTIAL
9,MUSSENDEN GRANGE,ARTICLAVE,277973,434068,BT51 4US,RESIDENTIAL
2,MUSSENDEN GRANGE,ARTICLAVE,278097,434082,BT51 4US,RESIDENTIAL
2,MUSSENDEN GRANGE,ARTICLAVE,278097,434082,BT51 4US,RESIDENTIAL
3,MUSSENDEN GRANGE,ARTICLAVE,278057,434092,BT51 4US,RESIDENTIAL
25,MUSSENDEN GRANGE,ARTICLAVE,278031,434062,BT51 4US,UNKNOWN
1,MUSSENDEN GRANGE,ARTICLAVE,278073,434107,BT51 4US,RESIDENTIAL
11,MUSSENDEN GRANGE,ARTICLAVE,277958,434070,BT51 4US,RESIDENTIAL
1000,FREEHALL PARK,CASTLEROCK,277035,435731,BT51 4UT,RESIDENTIAL
1001,FREEHALL PARK,CASTLEROCK,277031,435725,BT51 4UT,RESIDENTIAL
1002,FREEHALL PARK,CASTLEROCK,277031,435712,BT51 4UT,RESIDENTIAL
1003,FREEHALL PARK,CASTLEROCK,277035,435708,BT51 4UT,RESIDENTIAL
0,FREEHALL PARK,CASTLEROCK,276991,435721,BT51 4UT,RESIDENTIAL
961,FREEHALL PARK,CASTLEROCK,276993,435728,BT51 4UT,RESIDENTIAL
962,FREEHALL PARK,CASTLEROCK,276994,435734,BT51 4UT,RESIDENTIAL
0,FREEHALL PARK,CASTLEROCK,276997,435741,BT51 4UT,RESIDENTIAL
964,FREEHALL PARK,CASTLEROCK,276998,435748,BT51 4UT,RESIDENTIAL
965,FREEHALL PARK,CASTLEROCK,277004,435766,BT51 4UT,RESIDENTIAL
966,FREEHALL PARK,CASTLEROCK,276998,435769,BT51 4UT,RESIDENTIAL
967,FREEHALL PARK,CASTLEROCK,276992,435773,BT51 4UT,RESIDENTIAL
968,FREEHALL PARK,CASTLEROCK,276987,435777,BT51 4UT,RESIDENTIAL
969,FREEHALL PARK,CASTLEROCK,276981,435780,BT51 4UT,RESIDENTIAL
970,FREEHALL PARK,CASTLEROCK,276975,435784,BT51 4UT,RESIDENTIAL
971,FREEHALL PARK,CASTLEROCK,277021,435778,BT51 4UT,RESIDENTIAL
972,FREEHALL PARK,CASTLEROCK,276973,435797,BT51 4UT,RESIDENTIAL
973,FREEHALL PARK,CASTLEROCK,276977,435802,BT51 4UT,RESIDENTIAL
974,FREEHALL PARK,CASTLEROCK,276981,435808,BT51 4UT,RESIDENTIAL
0,FREEHALL PARK,CASTLEROCK,276987,435814,BT51 4UT,RESIDENTIAL
976,FREEHALL PARK,CASTLEROCK,276994,435811,BT51 4UT,RESIDENTIAL
977,FREEHALL PARK,CASTLEROCK,276999,435807,BT51 4UT,RESIDENTIAL
978,FREEHALL PARK,CASTLEROCK,277005,435804,BT51 4UT,RESIDENTIAL
979,FREEHALL PARK,CASTLEROCK,277011,435799,BT51 4UT,RESIDENTIAL
980,FREEHALL PARK,CASTLEROCK,277021,435783,BT51 4UT,RESIDENTIAL
981,FREEHALL PARK,CASTLEROCK,277025,435788,BT51 4UT,RESIDENTIAL
982,FREEHALL PARK,CASTLEROCK,277029,435794,BT51 4UT,RESIDENTIAL
983,FREEHALL PARK,CASTLEROCK,277031,435799,BT51 4UT,RESIDENTIAL
984,FREEHALL PARK,CASTLEROCK,277050,435832,BT51 4UT,RESIDENTIAL
985,FREEHALL PARK,CASTLEROCK,277054,435828,BT51 4UT,RESIDENTIAL
986,FREEHALL PARK,CASTLEROCK,277060,435824,BT51 4UT,RESIDENTIAL
987,FREEHALL PARK,CASTLEROCK,277065,435820,BT51 4UT,RESIDENTIAL
0,FREEHALL PARK,CASTLEROCK,277072,435813,BT51 4UT,RESIDENTIAL
989,FREEHALL PARK,CASTLEROCK,277068,435807,BT51 4UT,RESIDENTIAL
990,FREEHALL PARK,CASTLEROCK,277065,435801,BT51 4UT,RESIDENTIAL
991,FREEHALL PARK,CASTLEROCK,277060,435795,BT51 4UT,RESIDENTIAL
992,FREEHALL PARK,CASTLEROCK,277049,435779,BT51 4UT,RESIDENTIAL
993,FREEHALL PARK,CASTLEROCK,277054,435775,BT51 4UT,RESIDENTIAL
994,FREEHALL PARK,CASTLEROCK,277060,435768,BT51 4UT,RESIDENTIAL
995,FREEHALL PARK,CASTLEROCK,277057,435762,BT51 4UT,RESIDENTIAL
996,FREEHALL PARK,CASTLEROCK,277053,435757,BT51 4UT,RESIDENTIAL
997,FREEHALL PARK,CASTLEROCK,277049,435751,BT51 4UT,RESIDENTIAL
998,FREEHALL PARK,CASTLEROCK,277044,435743,BT51 4UT,RESIDENTIAL
999,FREEHALL PARK,CASTLEROCK,277039,435736,BT51 4UT,RESIDENTIAL
18,EXORNA PARK,ARTICLAVE,277878,434193,BT51 4UX,RESIDENTIAL
22,EXORNA PARK,ARTICLAVE,277792,434132,BT51 4UX,RESIDENTIAL
15,EXORNA PARK,ARTICLAVE,277878,434193,BT51 4UX,RESIDENTIAL
32,MUSSENDEN GARDENS,ARTICLAVE,278264,434173,BT51 4UZ,RESIDENTIAL
36,MUSSENDEN GARDENS,ARTICLAVE,278252,434180,BT51 4UZ,RESIDENTIAL
34,MUSSENDEN GARDENS,ARTICLAVE,278258,434177,BT51 4UZ,RESIDENTIAL
2,CIRCULAR ROAD,CASTLEROCK,277600,435879,BT51 4XA,RESIDENTIAL
4,CIRCULAR ROAD,CASTLEROCK,277600,435879,BT51 4XA,RESIDENTIAL
0,CIRCULAR ROAD,CASTLEROCK,277600,435879,BT51 4XA,RESIDENTIAL
0,CIRCULAR ROAD,CASTLEROCK,277600,435879,BT51 4XA,RESIDENTIAL
0,CIRCULAR ROAD,CASTLEROCK,277600,435879,BT51 4XA,COMMERCIAL
56,CIRCULAR ROAD,CASTLEROCK,277726,435931,BT51 4XA,RESIDENTIAL
1,BELVEDERE AVENUE,CASTLEROCK,277082,435598,BT51 4XD,UNKNOWN
5,BELVEDERE AVENUE,CASTLEROCK,277041,435598,BT51 4XD,RESIDENTIAL
4,BELVEDERE AVENUE,CASTLEROCK,277112,435572,BT51 4XD,RESIDENTIAL
6,BELVEDERE AVENUE,CASTLEROCK,277087,435561,BT51 4XD,RESIDENTIAL
8,BELVEDERE AVENUE,CASTLEROCK,277069,435566,BT51 4XD,RESIDENTIAL
19,BELVEDERE AVENUE,CASTLEROCK,277061,435503,BT51 4XD,RESIDENTIAL
16,BELVEDERE AVENUE,CASTLEROCK,277107,435495,BT51 4XD,RESIDENTIAL
15,BELVEDERE AVENUE,CASTLEROCK,277026,435527,BT51 4XD,RESIDENTIAL
12,BELVEDERE AVENUE,CASTLEROCK,277077,435534,BT51 4XD,RESIDENTIAL
42,BALLYWOOLEN ROAD,CASTLEROCK,278370,434938,BT51 4XF,RESIDENTIAL
0,BARMOUTH ROAD,CASTLEROCK,278946,435366,BT51 4XG,UNKNOWN
70,DUNBOE GARDENS,ARTICLAVE,278206,433826,BT51 4XN,RESIDENTIAL
72,DUNBOE GARDENS,ARTICLAVE,278210,433822,BT51 4XN,RESIDENTIAL
80,DUNBOE GARDENS,ARTICLAVE,278239,433792,BT51 4XN,RESIDENTIAL
88,DUNBOE GARDENS,ARTICLAVE,278239,433751,BT51 4XN,RESIDENTIAL
82,DUNBOE GARDENS,ARTICLAVE,278251,433777,BT51 4XN,RESIDENTIAL
5,DUNBOE COURT,ARTICLAVE,278013,433933,BT51 4XP,RESIDENTIAL
61,BALLYWOOLEN ROAD,CASTLEROCK,279653,434904,BT51 4XQ,RESIDENTIAL
77,BALLYWOOLEN ROAD,CASTLEROCK,279653,434904,BT51 4XQ,RESIDENTIAL
81,BALLYWOOLEN ROAD,CASTLEROCK,279653,434904,BT51 4XQ,UNKNOWN
2,THE FAIRWAYS,CASTLEROCK,277143,435750,BT51 4XR,RESIDENTIAL
4,THE FAIRWAYS,CASTLEROCK,277162,435789,BT51 4XR,RESIDENTIAL
6,THE FAIRWAYS,CASTLEROCK,277199,435782,BT51 4XR,RESIDENTIAL
8,THE FAIRWAYS,CASTLEROCK,277228,435759,BT51 4XR,RESIDENTIAL
10,THE FAIRWAYS,CASTLEROCK,277264,435731,BT51 4XR,RESIDENTIAL
12,THE FAIRWAYS,CASTLEROCK,277242,435705,BT51 4XR,RESIDENTIAL
14,THE FAIRWAYS,CASTLEROCK,277217,435728,BT51 4XR,RESIDENTIAL
16,THE FAIRWAYS,CASTLEROCK,277191,435750,BT51 4XR,RESIDENTIAL
18,THE FAIRWAYS,CASTLEROCK,277167,435733,BT51 4XR,RESIDENTIAL
20,THE FAIRWAYS,CASTLEROCK,277191,435715,BT51 4XR,RESIDENTIAL
22,THE FAIRWAYS,CASTLEROCK,277221,435698,BT51 4XR,RESIDENTIAL
24,THE FAIRWAYS,CASTLEROCK,277194,435671,BT51 4XR,RESIDENTIAL
26,THE FAIRWAYS,CASTLEROCK,277169,435691,BT51 4XR,RESIDENTIAL
28,THE FAIRWAYS,CASTLEROCK,277146,435711,BT51 4XR,RESIDENTIAL
1,THE FAIRWAYS,CASTLEROCK,277131,435758,BT51 4XR,RESIDENTIAL
27,THE FAIRWAYS,CASTLEROCK,277157,435700,BT51 4XR,RESIDENTIAL
3,THE FAIRWAYS,CASTLEROCK,277154,435774,BT51 4XR,RESIDENTIAL
5,THE FAIRWAYS,CASTLEROCK,277186,435793,BT51 4XR,RESIDENTIAL
