BUILDING,ROAD,TOWN,X_COR,Y_COR,POSTCODE,USE
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
23,LIMAVADY SMALL BUSINESS AGENC,LIMAVADY,268194,425692,BT49 0HE,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,268194,425692,BTXX XXX,COMMERCIAL
8,WINDYHILL ROAD,ARTIKELLY,268398,424977,BT49 0RA,RESIDENTIAL
20,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0RA,RESIDENTIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268402,425104,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268532,425154,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268532,425154,BT49 0JW,COMMERCIAL
0,WINDYHILL ROAD,ARTIKELLY,268532,425154,BT49 0JW,COMMERCIAL
127,WINDYHILL ROAD,ARTIKELLY,271143,426960,BT49 0QY,RESIDENTIAL
0,WINDYHILL ROAD,ARTIKELLY,271143,426960,BT49 0QY,RESIDENTIAL
139,WINDYHILL ROAD,ARTIKELLY,271143,426960,BT49 0QY,COMMERCIAL
148,WINDYHILL ROAD,ARTIKELLY,271472,427942,BT49 0QY,RESIDENTIAL
192,CARROWCLARE ROAD,LIMAVADY,263868,426218,BT49 9EA,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266461,424375,BT49 9DW,COMMERCIAL
117,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,COMMERCIAL
117,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,COMMERCIAL
0,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,COMMERCIAL
63,BEACH SITE,LIMAVADY,271410,435722,BT49 0LQ,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,COMMERCIAL
31,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,COMMERCIAL
40,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,COMMERCIAL
0,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,COMMERCIAL
81,BROIGHTER ROAD,LIMAVADY,264780,425155,BT49 9DY,RESIDENTIAL
0,BROIGHTER ROAD,LIMAVADY,264780,425155,BT49 9DY,COMMERCIAL
33,BURNALLY ROAD,LIMAVADY,265302,424332,BT49 9DP,RESIDENTIAL
67,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,RESIDENTIAL
95,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,RESIDENTIAL
160,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,RESIDENTIAL
28,CURRAGH ROAD,LIMAVADY,268166,433142,BT49 0LE,RESIDENTIAL
19,DUNCRUN ROAD,LIMAVADY,267588,431400,BT49 0JD,RESIDENTIAL
23,DUNCRUN ROAD,LIMAVADY,267588,431400,BT49 0JD,RESIDENTIAL
35,DUNCRUN ROAD,LIMAVADY,267588,431400,BT49 0JD,RESIDENTIAL
45,DUNCRUN ROAD,LIMAVADY,267805,431379,BT49 0JD,COMMERCIAL
0,DUNCRUN ROAD,LIMAVADY,269972,432826,BT49 0JQ,RESIDENTIAL
163,DUNCRUN ROAD,LIMAVADY,270452,433380,BT49 0JJ,RESIDENTIAL
30,LOMOND ROAD,LIMAVADY,264367,426415,BT49 9DZ,COMMERCIAL
32,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,RESIDENTIAL
36,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,RESIDENTIAL
44,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,RESIDENTIAL
0,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,COMMERCIAL
0,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,COMMERCIAL
27,SCOTCHTOWN ROAD,LIMAVADY,266268,430411,BT49 0JA,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266461,424375,BT49 9DW,COMMERCIAL
75,SEACOAST ROAD,LIMAVADY,266418,424972,BT49 9DW,COMMERCIAL
75,SEACOAST ROAD,LIMAVADY,266418,424972,BT49 9DW,COMMERCIAL
75,SEACOAST ROAD,LIMAVADY,266418,424972,BT49 9DW,COMMERCIAL
75,SEACOAST ROAD,LIMAVADY,266461,424375,BT49 9DW,COMMERCIAL
75,SEACOAST ROAD,LIMAVADY,266461,424375,BT49 9DW,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,266162,426830,BT49 9EG,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,266417,427864,BT49 9EF,COMMERCIAL
195,SEACOAST ROAD,LIMAVADY,266870,428605,BT49 9EF,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,266870,428605,BT49 9EF,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,266898,432413,BT49 0LA,COMMERCIAL
250,SEACOAST ROAD,LIMAVADY,266915,429992,BT49 0HZ,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266915,429992,BT49 0HZ,MIXED
284,SEACOAST ROAD,LIMAVADY,266333,430895,BT49 0JY,RESIDENTIAL
330,SEACOAST ROAD,LIMAVADY,266898,432413,BT49 0LA,RESIDENTIAL
330,SEACOAST ROAD,LIMAVADY,266898,432413,BT49 0LA,RESIDENTIAL
388,SEACOAST ROAD,LIMAVADY,266898,432413,BT49 0LA,RESIDENTIAL
390,SEACOAST ROAD,LIMAVADY,266898,432413,BT49 0LA,RESIDENTIAL
394,SEACOAST ROAD,,267188,432768,UNKNOWN,COMMERCIAL
396,SEACOAST ROAD,LIMAVADY,267167,432743,BT49 0LA,COMMERCIAL
396,SEACOAST ROAD,LIMAVADY,267167,432743,BT49 0LA,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,RESIDENTIAL
434,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
0,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
456,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,COMMERCIAL
460,SEACOAST ROAD,LIMAVADY,267239,433239,BT49 0LD,RESIDENTIAL
472,SEACOAST ROAD,LIMAVADY,267311,434071,BT49 0LF,COMMERCIAL
581,SEACOAST ROAD,LIMAVADY,270915,435051,BT49 0LG,RESIDENTIAL
589,SEACOAST ROAD,LIMAVADY,270915,435051,BT49 0LG,RESIDENTIAL
650,SEACOAST ROAD,LIMAVADY,270915,435051,BT49 0LG,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271396,435633,BTXX XXX,COMMERCIAL
156,BROAD ROAD,LIMAVADY,271457,424528,BT49 0QP,UNKNOWN
0,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,UNKNOWN
0,SEACOAST ROAD,LIMAVADY,267184,432657,BT49 0LA,UNKNOWN
0,POINT ROAD,LIMAVADY,268185,435021,BT49 0LP,UNKNOWN
0,SEACOAST ROAD,LIMAVADY,266461,424375,BT49 9DW,UNKNOWN
145,SEACOAST ROAD,LIMAVADY,266164,426874,BT49 9EG,RESIDENTIAL
0,AGHANLOO ROAD,LIMAVADY,268225,425759,BT49 0HE,UNKNOWN
91,BOLEA ROAD,LIMAVADY,271802,425980,BT49 0QU,RESIDENTIAL
55,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,UNKNOWN
11,DRUMALIEF ROAD,LIMAVADY,271615,425260,BT49 0QS,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,268627,433938,BT49 0LW,UNKNOWN
0,SEACOAST ROAD,LIMAVADY,267311,434071,BT49 0LF,UNKNOWN
106,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,RESIDENTIAL
106,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,RESIDENTIAL
0,THE LONGLANDS,LIMAVADY,267909,428324,BT49 0HY,UNKNOWN
7,CARROWCLARE ROAD,LIMAVADY,266059,427870,BT49 9ED,RESIDENTIAL
7,CARROWCLARE ROAD,LIMAVADY,266059,427870,BT49 9ED,RESIDENTIAL
209,AGHANLOO ROAD,LIMAVADY,266870,428605,BT49 9EF,UNKNOWN
0,AGHANLOO ROAD,LIMAVADY,268239,425635,BTXX XXX,UNKNOWN
101,WINDYHILL ROAD,ARTIKELLY,270471,426127,BT49 0QX,RESIDENTIAL
101,WINDYHILL ROAD,ARTIKELLY,270471,426127,BT49 0QY,RESIDENTIAL
49,BOLEA ROAD,LIMAVADY,270072,424734,BT49 0QT,UNKNOWN
51,BOLEA ROAD,LIMAVADY,270072,424734,BT49 0QT,UNKNOWN
77,AGHANLOO ROAD,LIMAVADY,267909,428324,BT49 0HY,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271410,435722,BT49 0LQ,UNKNOWN
105,BROAD ROAD,LIMAVADY,271457,424528,BT49 0QP,RESIDENTIAL
105,BROAD ROAD,LIMAVADY,271457,424528,BT49 0QP,RESIDENTIAL
46,CARROWCLARE ROAD,LIMAVADY,263856,427455,BT49 9EB,UNKNOWN
486,SEACOAST ROAD,LIMAVADY,266987,434871,BT49 0LF,UNKNOWN
81,DUNCRUN ROAD,LIMAVADY,267588,431400,BT49 0JD,RESIDENTIAL
115,POINT ROAD,LIMAVADY,268239,435035,BT49 0LP,UNKNOWN
117,POINT ROAD,LIMAVADY,268239,435035,BT49 0LP,UNKNOWN
0,BISHOPS ROAD,CASTLEROCK,273685,435348,BT51 4SE,RESIDENTIAL
88,BISHOPS ROAD,CASTLEROCK,273704,435440,BT51 4SE,RESIDENTIAL
84,BISHOPS ROAD,CASTLEROCK,273706,435268,BT51 4SE,RESIDENTIAL
86,BISHOPS ROAD,CASTLEROCK,273707,435302,BT51 4SE,RESIDENTIAL
90,BISHOPS ROAD,CASTLEROCK,273720,435473,BT51 4SE,RESIDENTIAL
782,SEACOAST ROAD,CASTLEROCK,273839,435937,BT51 4SD,UNKNOWN
784,SEACOAST ROAD,CASTLEROCK,273922,435950,BT51 4SD,RESIDENTIAL
786,SEACOAST ROAD,CASTLEROCK,273943,435962,BT51 4SD,RESIDENTIAL
788,SEACOAST ROAD,CASTLEROCK,273964,435969,BT51 4SD,RESIDENTIAL
792,SEACOAST ROAD,CASTLEROCK,273995,435977,BT51 4SD,COMMERCIAL
794,SEACOAST ROAD,CASTLEROCK,274014,435980,BT51 4SD,RESIDENTIAL
796,SEACOAST ROAD,CASTLEROCK,274031,435984,BT51 4SD,RESIDENTIAL
798,SEACOAST ROAD,CASTLEROCK,274058,435986,BT51 4SD,RESIDENTIAL
800,SEACOAST ROAD,CASTLEROCK,274078,435989,BT51 4SD,RESIDENTIAL
804,SEACOAST ROAD,CASTLEROCK,274112,435998,BT51 4SD,RESIDENTIAL
19,DRUMAGULLY ROAD,CASTLEROCK,274186,434835,BT51 4SF,RESIDENTIAL
56,BURRENMORE ROAD,CASTLEROCK,274259,433997,BT51 4SG,RESIDENTIAL
54,BURRENMORE ROAD,CASTLEROCK,274267,434024,BT51 4SG,RESIDENTIAL
58,BURRENMORE ROAD,CASTLEROCK,274272,433884,BT51 4SG,RESIDENTIAL
58,BURRENMORE ROAD,CASTLEROCK,274272,433884,BT51 4SG,RESIDENTIAL
50,BURRENMORE ROAD,CASTLEROCK,274315,434226,BT51 4SG,RESIDENTIAL
814,SEACOAST ROAD,CASTLEROCK,274342,436043,BT51 4SD,RESIDENTIAL
816,SEACOAST ROAD,CASTLEROCK,274360,436041,BT51 4SD,RESIDENTIAL
94,BISHOPS ROAD,CASTLEROCK,274382,435733,BT51 4SE,RESIDENTIAL
818,SEACOAST ROAD,CASTLEROCK,274387,436048,BT51 4SD,RESIDENTIAL
43,BURRENMORE ROAD,CASTLEROCK,274526,434492,BT51 4SG,UNKNOWN
828,SEACOAST ROAD,CASTLEROCK,274528,436066,BT51 4SD,RESIDENTIAL
27,BALLYHACKETT LANE,CASTLEROCK,274541,432969,BT51 4SU,RESIDENTIAL
830,SEACOAST ROAD,CASTLEROCK,274547,436066,BT51 4SD,RESIDENTIAL
0,SEACOAST ROAD,CASTLEROCK,274607,436072,BT51 4SD,UNKNOWN
24,BALLYHACKETT ROAD,CASTLEROCK,274713,433986,BT51 4SQ,RESIDENTIAL
20,BALLYHACKETT ROAD,CASTLEROCK,274727,434028,BT51 4SQ,RESIDENTIAL
40,BURRENMORE ROAD,CASTLEROCK,274739,434525,BT51 4SG,RESIDENTIAL
25,BALLYHACKETT ROAD,CASTLEROCK,274745,434001,BT51 4SQ,RESIDENTIAL
38,BURRENMORE ROAD,CASTLEROCK,274748,434528,BT51 4SG,RESIDENTIAL
111,MUSSENDEN ROAD,CASTLEROCK,277051,434875,BT51 4TU,RESIDENTIAL
62,FREEHALL ROAD,CASTLEROCK,277056,435638,BT51 4RL,RESIDENTIAL
4,NORWELL PARK,CASTLEROCK,277060,435863,BT51 4TS,RESIDENTIAL
2,WARKE PLACE,CASTLEROCK,277061,436119,BT51 4TF,RESIDENTIAL
60,FREEHALL ROAD,CASTLEROCK,277064,435634,BT51 4RL,RESIDENTIAL
14,GORTREE PARK,CASTLEROCK,277070,435713,BT51 4RN,RESIDENTIAL
13,GORTREE PARK,CASTLEROCK,277074,435718,BT51 4RN,RESIDENTIAL
0,NORWELL PARK,CASTLEROCK,277075,435894,BT51 4TS,RESIDENTIAL
12,GORTREE PARK,CASTLEROCK,277078,435725,BT51 4RN,RESIDENTIAL
1,WARKE PLACE,CASTLEROCK,277078,436112,BT51 4TF,RESIDENTIAL
11,GORTREE PARK,CASTLEROCK,277081,435730,BT51 4RN,RESIDENTIAL
2,NORWELL PARK,CASTLEROCK,277086,435864,BT51 4TS,RESIDENTIAL
10,GORTREE PARK,CASTLEROCK,277088,435740,BT51 4RN,RESIDENTIAL
9,GORTREE PARK,CASTLEROCK,277090,435746,BT51 4TT,RESIDENTIAL
50,FREEHALL ROAD,CASTLEROCK,277092,435688,BT51 4RL,RESIDENTIAL
35,FREEHALL ROAD,CASTLEROCK,277092,435841,BT51 4TR,RESIDENTIAL
33,FREEHALL ROAD,CASTLEROCK,277092,435892,BT51 4TR,RESIDENTIAL
8,GORTREE PARK,CASTLEROCK,277094,435758,BT51 4TT,RESIDENTIAL
7,GORTREE PARK,CASTLEROCK,277096,435764,BT51 4TT,RESIDENTIAL
31,FREEHALL ROAD,CASTLEROCK,277096,435915,BT51 4TR,RESIDENTIAL
50,BELVEDERE PARK,CASTLEROCK,277097,435619,BT51 4XW,RESIDENTIAL
6,GORTREE PARK,CASTLEROCK,277097,435772,BT51 4TT,RESIDENTIAL
25,FREEHALL ROAD,CASTLEROCK,277097,435931,BT51 4TR,RESIDENTIAL
37,FREEHALL ROAD,CASTLEROCK,277098,435824,BT51 4TR,RESIDENTIAL
48,FREEHALL ROAD,CASTLEROCK,277099,435700,BT51 4RL,RESIDENTIAL
5,GORTREE PARK,CASTLEROCK,277099,435778,BT51 4TT,RESIDENTIAL
23,FREEHALL ROAD,CASTLEROCK,277099,435945,BT51 4TR,RESIDENTIAL
2,MAIN STREET,CASTLEROCK,277099,436276,BT51 4RF,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277100,436241,BT51 4RF,RESIDENTIAL
21,FREEHALL ROAD,CASTLEROCK,277101,435968,BT51 4TR,RESIDENTIAL
44,DUNBOE ROAD,COLERAINE,277103,433598,BT51 4JR,UNKNOWN
46,FREEHALL ROAD,CASTLEROCK,277104,435707,BT51 4RL,RESIDENTIAL
19,FREEHALL ROAD,CASTLEROCK,277104,435987,BT51 4TR,RESIDENTIAL
17,FREEHALL ROAD,CASTLEROCK,277106,436004,BT51 4TR,RESIDENTIAL
15,FREEHALL ROAD,CASTLEROCK,277107,436026,BT51 4TR,RESIDENTIAL
52,BELVEDERE PARK,CASTLEROCK,277108,435639,BT51 4XW,RESIDENTIAL
13,FREEHALL ROAD,CASTLEROCK,277108,436053,BT51 4TR,RESIDENTIAL
9,FREEHALL ROAD,CASTLEROCK,277109,436089,BT51 4TR,RESIDENTIAL
11,FREEHALL ROAD,CASTLEROCK,277110,436072,BT51 4TR,RESIDENTIAL
3,MAIN STREET,CASTLEROCK,277110,436236,BT51 4RF,RESIDENTIAL
11,KNOCKNOUGHER ROAD,COLERAINE,277114,431967,BT51 4JZ,RESIDENTIAL
2,BELVEDERE AVENUE,CASTLEROCK,277117,435597,BT51 4XD,RESIDENTIAL
54,BELVEDERE PARK,CASTLEROCK,277117,435653,BT51 4XW,RESIDENTIAL
56,BELVEDERE PARK,CASTLEROCK,277123,435674,BT51 4XW,RESIDENTIAL
36,BELVEDERE PARK,CASTLEROCK,277124,435526,BT51 4XW,RESIDENTIAL
3,MAIN STREET,CASTLEROCK,277125,436158,BT51 4RB,RESIDENTIAL
0,MAIN STREET,CASTLEROCK,277126,436230,BT51 4RF,RESIDENTIAL
38,BELVEDERE PARK,CASTLEROCK,277127,435544,BT51 4XW,RESIDENTIAL
44,BELVEDERE PARK,CASTLEROCK,277131,435588,BT51 4XW,RESIDENTIAL
2,MAIN STREET,CASTLEROCK,277131,436156,BT51 4RB,RESIDENTIAL
7,DUNBOE ROAD,CASTLEROCK,277132,434637,BT51 4TB,RESIDENTIAL
63,DUNBOE ROAD,COLERAINE,277133,432627,BT51 4JR,RESIDENTIAL
48,DUNBOE ROAD,COLERAINE,277136,433510,BT51 4JR,RESIDENTIAL
47,BELVEDERE PARK,CASTLEROCK,277136,435620,BT51 4XW,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277136,436153,BT51 4RB,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277136,436153,BT51 4RB,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277136,436153,BT51 4RB,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277136,436153,BT51 4RB,RESIDENTIAL
1,MAIN STREET,CASTLEROCK,277136,436153,BT51 4RB,RESIDENTIAL
40,BELVEDERE PARK,CASTLEROCK,277137,435561,BT51 4XW,RESIDENTIAL
30,FREEHALL ROAD,CASTLEROCK,277137,435823,BT51 4TR,RESIDENTIAL
26,FREEHALL ROAD,CASTLEROCK,277141,435858,BT51 4TR,RESIDENTIAL
28,FREEHALL ROAD,CASTLEROCK,277142,435832,BT51 4TR,RESIDENTIAL
24,FREEHALL ROAD,CASTLEROCK,277142,435881,BT51 4TR,RESIDENTIAL
55,BELVEDERE PARK,CASTLEROCK,277144,435678,BT51 4XW,RESIDENTIAL
7,MAIN STREET,CASTLEROCK,277144,436223,BT51 4RF,RESIDENTIAL
22,FREEHALL ROAD,CASTLEROCK,277145,435899,BT51 4TR,RESIDENTIAL
20,FREEHALL ROAD,CASTLEROCK,277145,435921,BT51 4TR,RESIDENTIAL
49,BELVEDERE PARK,CASTLEROCK,277148,435636,BT51 4XW,RESIDENTIAL
4,BABINGTON TERRACE,CASTLEROCK,277148,436146,BT51 4RD,RESIDENTIAL
34,BELVEDERE PARK,CASTLEROCK,277149,435514,BT51 4XW,RESIDENTIAL
42,BELVEDERE PARK,CASTLEROCK,277150,435574,BT51 4XW,RESIDENTIAL
20,CASTLEWALK,CASTLEROCK,277151,435941,BT51 4TP,RESIDENTIAL
3,BABINGTON TERRACE,CASTLEROCK,277153,436144,BT51 4RD,RESIDENTIAL
53,BELVEDERE PARK,CASTLEROCK,277159,435669,BT51 4XW,RESIDENTIAL
2,BABINGTON TERRACE,CASTLEROCK,277159,436142,BT51 4RD,RESIDENTIAL
45,BELVEDERE PARK,CASTLEROCK,277162,435611,BT51 4XW,RESIDENTIAL
9,CASTLE PARK,CASTLEROCK,277163,435843,BT51 4TD,RESIDENTIAL
51,BELVEDERE PARK,CASTLEROCK,277164,435647,BT51 4XW,RESIDENTIAL
1,BABINGTON TERRACE,CASTLEROCK,277164,436139,BT51 4RD,RESIDENTIAL
7,CASTLE PARK,CASTLEROCK,277165,435870,BT51 4TD,RESIDENTIAL
32,BELVEDERE PARK,CASTLEROCK,277169,435505,BT51 4XW,RESIDENTIAL
27,BALLYHACKETT ROAD,CASTLEROCK,274775,433902,BT51 4SQ,RESIDENTIAL
10,DRUMAGULLY ROAD,CASTLEROCK,274780,434855,BT51 4SF,RESIDENTIAL
19,BALLYHACKETT ROAD,CASTLEROCK,274802,434087,BT51 4SQ,RESIDENTIAL
100,BISHOPS ROAD,CASTLEROCK,274803,435650,BT51 4SE,RESIDENTIAL
2,BALLYHACKETT ROAD,CASTLEROCK,274828,434576,BT51 4SQ,RESIDENTIAL
4,BALLYHACKETT ROAD,CASTLEROCK,274831,434567,BT51 4SQ,RESIDENTIAL
6,BALLYHACKETT ROAD,CASTLEROCK,274833,434548,BT51 4SQ,RESIDENTIAL
23,BALLYHACKETT ROAD,CASTLEROCK,274834,434135,BT51 4SQ,RESIDENTIAL
8,BALLYHACKETT ROAD,CASTLEROCK,274836,434539,BT51 4SQ,RESIDENTIAL
838,SEACOAST ROAD,CASTLEROCK,274844,436090,BT51 4SD,RESIDENTIAL
840,SEACOAST ROAD,CASTLEROCK,274864,436089,BT51 4SD,RESIDENTIAL
2,DRUMAGULLY ROAD,CASTLEROCK,274876,434679,BT51 4SF,UNKNOWN
842,SEACOAST ROAD,CASTLEROCK,274887,436086,BT51 4SD,RESIDENTIAL
36,BALLYHACKETT ROAD,CASTLEROCK,274888,433637,BT51 4SQ,RESIDENTIAL
844,SEACOAST ROAD,CASTLEROCK,274901,436087,BT51 4SD,RESIDENTIAL
846,SEACOAST ROAD,CASTLEROCK,274925,436075,BT51 4SD,RESIDENTIAL
856,SEACOAST ROAD,CASTLEROCK,274973,436063,BT51 4SD,RESIDENTIAL
858,SEACOAST ROAD,CASTLEROCK,274975,436070,BT51 4SD,RESIDENTIAL
860,SEACOAST ROAD,CASTLEROCK,274983,436068,BT51 4SD,RESIDENTIAL
862,SEACOAST ROAD,CASTLEROCK,274985,436074,BT51 4SD,RESIDENTIAL
864,SEACOAST ROAD,CASTLEROCK,275008,436086,BT51 4SD,RESIDENTIAL
44,BALLYHACKETT ROAD,CASTLEROCK,275015,433520,BT51 4SQ,RESIDENTIAL
18,DRUMAGULLY ROAD,CASTLEROCK,275039,435405,BT51 4SF,RESIDENTIAL
47,KNOCKNOUGHER ROAD,COLERAINE,275071,431471,BT51 4LA,RESIDENTIAL
48,BALLYHACKETT ROAD,CASTLEROCK,275073,433454,BT51 4SQ,RESIDENTIAL
11,BALLYHACKETT LANE,CASTLEROCK,275087,433281,BT51 4SU,RESIDENTIAL
0,MUSSENDEN ROAD,CASTLEROCK,275170,436056,BT51 4RP,UNKNOWN
21,BURRENMORE ROAD,CASTLEROCK,275128,434956,BT51 4SA,RESIDENTIAL
26,BALLYWOODOCK ROAD,CASTLEROCK,275130,434806,BT51 4RT,RESIDENTIAL
10,BALLYHACKETT LANE,CASTLEROCK,275137,433031,BT51 4SU,RESIDENTIAL
12,BALLYHACKETT LANE,CASTLEROCK,275140,433040,BT51 4SU,RESIDENTIAL
2,BALLYWOODOCK ROAD,CASTLEROCK,275147,434774,BT51 4RZ,RESIDENTIAL
39,BALLYHACKETT ROAD,CASTLEROCK,275159,433549,BT51 4SQ,RESIDENTIAL
5,MUSSENDEN ROAD,CASTLEROCK,275117,436074,BT51 4RP,MIXED
54,BALLYHACKETT ROAD,CASTLEROCK,275188,433486,BT51 4SQ,RESIDENTIAL
8,BALLYHACKETT LANE,CASTLEROCK,275194,433015,BT51 4SU,RESIDENTIAL
11,MUSSENDEN ROAD,CASTLEROCK,275202,436056,BT51 4RP,RESIDENTIAL
15,MUSSENDEN ROAD,CASTLEROCK,275233,436045,BT51 4RP,RESIDENTIAL
6,BALLYHACKETT LANE,CASTLEROCK,275239,433062,BT51 4SU,RESIDENTIAL
10,MUSSENDEN ROAD,CASTLEROCK,275243,436074,BT51 4RP,RESIDENTIAL
14,MUSSENDEN ROAD,CASTLEROCK,275267,436065,BT51 4RP,RESIDENTIAL
16,MUSSENDEN ROAD,CASTLEROCK,275273,436041,BT51 4RP,RESIDENTIAL
51,ALTIKEERAGH ROAD,COLERAINE,275287,433098,BT51 4SR,RESIDENTIAL
12,MUSSENDEN ROAD,CASTLEROCK,275291,436090,BT51 4RP,MIXED
12,MUSSENDEN ROAD,CASTLEROCK,275291,436090,BT51 4RP,MIXED
12,MUSSENDEN ROAD,CASTLEROCK,275291,436090,BT51 4RP,MIXED
41,BALLYHACKETT ROAD,CASTLEROCK,275317,433691,BT51 4SQ,RESIDENTIAL
29,ALTIKEERAGH ROAD,COLERAINE,275345,433992,BT51 4SH,RESIDENTIAL
67,ALTIKEERAGH ROAD,COLERAINE,275386,432191,BT51 4ST,RESIDENTIAL
61,ALTIKEERAGH ROAD,COLERAINE,275438,432611,BT51 4SR,RESIDENTIAL
